,id,name,league,rank,rank_percentage
410,hartnsc01,Scott Hartnell,nhl,197.75,22.54756448257886
411,marbust01,Stephon Marbury,nba,100.92307692307692,22.623428462338946
412,leclajo01,John LeClair,nhl,179.4375,22.649662749419804
413,4567,Josh Johnson,mlb,288.77777777777777,22.68170484368117
414,chandty01,Tyson Chandler,nba,102.875,22.685467739629395
415,brandel01,Elton Brand,nba,104.82352941176471,22.68819503959209
416,lawsoka01w,Kara Lawson,wnba,36.53846153846154,22.697170862610633
417,4235,Jered Weaver,mlb,303.0833333333333,22.70504243546225
418,lyttlsa01w,Sancho Lyttle,wnba,36.38461538461539,22.744525494711958
419,johnsty01,Tyler Johnson,nhl,197.6,22.817173979896417
420,brandte01,Terrell Brandon,nba,92.81818181818181,22.859230868717916
421,4153,Jake Arrieta,mlb,297.5,22.982585633103614
422,15890,Luis Severino,mlb,311.0,23.025079431165164
423,nolanow01,Owen Nolan,nhl,180.66666666666666,23.043356348017753
424,89,Marcus Giles,mlb,287.42857142857144,23.046703742514303
425,3284,Anibal Sanchez,mlb,300.75,23.07658981280548
426,13510,Jose Ramirez,mlb,305.6,23.09549252778104
427,3374,Ubaldo Jimenez,mlb,300.75,23.12224075111055
428,lewisre01,Reggie Lewis,nba,81.16666666666667,23.14274823543164
429,richmmi01,Mitch Richmond,nba,96.5,23.196218102720497
430,sykorpe01,Petr Sykora,nhl,193.2,23.24781649262513
431,beardal01w,Alana Beard,wnba,37.416666666666664,23.31609614149185
432,mutomdi01,Dikembe Mutombo,nba,103.5,23.326380057196424
433,dragigo01,Goran Dragic,nba,106.55555555555556,23.40965799000493
434,billuch01,Chauncey Billups,nba,107.52941176470588,23.55538555421083
435,gagnesi01,Simon Gagne,nhl,206.07142857142858,23.57569873463649
436,hammobe01w,Becky Hammon,wnba,38.75,23.632656468472526
437,hilarne01,Nene,nba,110.33333333333333,23.666480114022118
438,302,Sammy Sosa,mlb,265.8888888888889,23.756482334751453
439,brondsa01w,Sandy Brondello,wnba,44.2,23.816091749576156
440,248,Magglio Ordonez,mlb,298.2,23.926585505910378
441,smithst01,Steve Smith,nba,103.21428571428571,23.981220183742312
442,thomaal01w,Alyssa Thomas,wnba,37.75,23.98431620274251
443,millean02,Andre Miller,nba,112.6470588235294,23.989743417221618
444,301,Mark Prior,mlb,298.4,24.06947586716538
445,525,Derrek Lee,mlb,292.8666666666667,24.075742285059945
446,roybr01,Brandon Roy,nba,111.0,24.111341665858912
447,kuzneev01,Evgeny Kuznetsov,nhl,214.0,24.170622925768456
448,3174,Shin-Soo Choo,mlb,311.2307692307692,24.175264759769696
449,goberru01,Rudy Gobert,nba,116.75,24.22437916994298
450,8001,Hanley Ramirez,mlb,322.2307692307692,24.414005820512383
451,arenagi01,Gilbert Arenas,nba,110.36363636363636,24.43489852757003
452,1375,John Valentin,mlb,291.27272727272725,24.50636905912562
453,anderni01,Nick Anderson,nba,103.15384615384616,24.556004400680056
454,powelni01w,Nicole Powell,wnba,38.45454545454545,24.5778443235164
455,terryja01,Jason Terry,nba,115.44444444444444,24.68641753263038
456,561,Richard Hidalgo,mlb,297.77777777777777,24.75258935463749
457,1201,Carl Crawford,mlb,323.3333333333333,24.789349169898312
458,robincr01w,Crystal Robinson,wnba,44.0,24.822510309539478
459,tolivkr01w,Kristi Toliver,wnba,37.666666666666664,24.850597929035363
460,pondeca01w,Cappie Pondexter,wnba,39.083333333333336,24.868093645446596
461,demitpa01,Pavol Demitra,nhl,200.6875,24.95028019389185
462,32,Tim Salmon,mlb,288.5,24.985529086589217
463,whitnra01,Ray Whitney,nhl,199.72727272727272,25.039715183389127
464,giontbr01,Brian Gionta,nhl,223.2,25.279283581323828
465,williel01w,Elizabeth Williams,wnba,40.333333333333336,25.44816962015175
466,dydekma01w,Margo Dydek,wnba,45.27272727272727,25.472561572274607
467,7435,Ben Zobrist,mlb,326.4166666666667,25.49026326898155
468,savarma01,Marc Savard,nhl,214.84615384615384,25.49088287050127
469,artesro01,Metta World Peace,nba,119.58823529411765,25.59935769050793
470,currimo01w,Monique Currie,wnba,40.5,25.713752013219803
471,9434,Dallas Keuchel,mlb,334.0,25.722700933264623
472,7450,Phil Hughes,mlb,338.72727272727275,25.74776020668229
473,1005935,Chris Hoiles,mlb,269.3,25.875823360219634
474,brownci01w,Cindy Brown,wnba,38.5,25.968503937007874
475,432,Todd Helton,mlb,324.94117647058823,26.08654164990123
476,russebr01,Bryon Russell,nba,113.53846153846153,26.101851527611608
477,5705,Tim Lincecum,mlb,348.0,26.180168452504414
478,jacksma01,Mark Jackson,nba,110.6470588235294,26.204002664997294
479,stricro02,Rod Strickland,nba,112.94117647058823,26.273401583017932
480,graych01w,Chelsea Gray,wnba,41.666666666666664,26.299759086485974
481,wallage01,Gerald Wallace,nba,119.92857142857143,26.33017439297357
482,114,Gary Sheffield,mlb,295.5,26.39346341613817
483,askamma01w,Marlies Askamp,wnba,45.5,26.41505407466816
484,841,Jorge Posada,mlb,322.29411764705884,26.51379017541653
485,5209,Alex Gordon,mlb,345.45454545454544,26.620436862708036
486,figgsuk01w,Ukari Figgs,wnba,46.4,26.630324569652053
487,lewisra02,Rashard Lewis,nba,121.875,26.63684565438361
488,1908,Adrian Gonzalez,mlb,343.14285714285717,26.651584829745705
489,2579,Carlos Ruiz,mlb,349.9166666666667,26.67836953286682
490,walkean02,Antoine Walker,nba,120.25,26.69303617268297
491,johnssh01w,Shannon Johnson,wnba,46.81818181818182,26.73208943110944
492,stillco01,Cory Stillman,nhl,218.875,26.80008264136797
493,nashst01,Steve Nash,nba,122.05555555555556,26.891531843392848
494,sharppa01,Patrick Sharp,nhl,237.92857142857142,26.922885829471486
495,1297,Carlos Delgado,mlb,306.88235294117646,26.97889602815052
496,1251,Juan Gonzalez,mlb,308.7647058823529,27.143168477789864
497,keslery01,Ryan Kesler,nhl,238.6153846153846,27.220407427926872
498,cheecjo01,Jonathan Cheechoo,nhl,242.14285714285714,27.45994521456973
499,mournal01,Alonzo Mourning,nba,121.93333333333334,27.474080194415784
500,congran01w,Andrea Congreaves,wnba,35.0,27.492274805855455
501,aucoiad01,Adrian Aucoin,nhl,228.27777777777777,27.61976795233668
502,boltoru01w,Ruthie Bolton,wnba,46.125,27.771442452634716
503,anderry01,Ryan Anderson,nba,130.44444444444446,27.775531238743312
504,mannida01,Danny Manning,nba,117.53333333333333,27.914905662807104
505,941,Miguel Tejada,mlb,341.25,27.961669022256814
506,zellosh01w,Shavonte Zellous,wnba,42.22222222222222,28.081478658961707
507,mccarja01w,Janel McCarville,wnba,46.0,28.084501084105494
508,103,Javy Lopez,mlb,324.26666666666665,28.17508891165497
509,11713,Matt Harvey,mlb,379.2,28.206600435941038
510,666,Hideo Nomo,mlb,351.3333333333333,28.250301381347423
511,1310,Esteban Loaiza,mlb,345.35714285714283,28.32143867303187
512,157,Melvin Mora,mlb,356.53846153846155,28.415556420332845
513,chrisdo01,Doug Christie,nba,122.6,28.448494779796064
514,deforan01w,Anna DeForge,wnba,50.375,28.49895828240682
515,397,Charles Nagy,mlb,334.2857142857143,28.593423296333498
516,mapprh01w,Rhonda Mapp,wnba,49.333333333333336,28.609737661705
517,1106,Rich Aurilia,mlb,350.8666666666667,28.64830381509113
518,armstda01,Darrell Armstrong,nba,127.14285714285714,28.70276007348789
519,15,Troy Glaus,mlb,353.7692307692308,28.71441771899218
520,ribeimi01,Mike Ribeiro,nhl,251.52941176470588,28.801708021483286
521,jordade01,DeAndre Jordan,nba,130.33333333333334,28.92959128905595
522,11,Darin Erstad,mlb,357.85714285714283,28.931062145304793
523,7859,Charlie Blackmon,mlb,377.14285714285717,28.99440848387629
524,langro01,Robert Lang,nhl,231.0625,29.13894026602937
525,turkohe01,Hedo Turkoglu,nba,133.93333333333334,29.165029860364417
526,boozeca01,Carlos Boozer,nba,137.76923076923077,29.27020043874339
527,857,Bernie Williams,mlb,355.1875,29.552006219470286
528,4613,Prince Fielder,mlb,386.9166666666667,29.630502872035176
529,2967,Tommy Pham,mlb,396.75,29.699617152374536
530,wautean01w,Ann Wauters,wnba,50.44444444444444,29.717572026700054
531,lavenja01w,Jantel Lavender,wnba,44.57142857142857,29.7564979245808
532,snowmi01w,Michelle Snow,wnba,47.84615384615385,29.77280494274254
533,6632,Carlos Carrasco,mlb,382.875,29.88052514861873
534,mabikmw01w,Mwadi Mabika,wnba,48.416666666666664,29.906232566086075
535,larkier01w,Erlana Larkins,wnba,49.5,30.004037058462387
536,nemcoev01w,Eva Nemcova,wnba,54.2,30.024868983817765
537,bertuto01,Todd Bertuzzi,nhl,252.72222222222223,30.05087161767444
538,190,Nomar Garciaparra,mlb,375.2857142857143,30.13089004522718
539,hardaan01,Anfernee Hardaway,nba,135.0,30.134035567788583
540,mcdonan01,Andy McDonald,nhl,266.0833333333333,30.165495686374538
541,6387,Michael Bourn,mlb,393.1818181818182,30.269695386830424
542,foligni01,Nick Foligno,nhl,266.2,30.409126366234442
543,witheso01w,Sophia Witherspoon,wnba,54.142857142857146,30.527936736358402
544,nedvepe01,Petr Nedved,nhl,244.06666666666666,30.541531656885603
545,palmewe01w,Wendy Palmer,wnba,52.81818181818182,30.83764103774547
546,cullejo01,John Cullen,nhl,234.6,31.02521046345418
547,teaslni01w,Nikki Teasley,wnba,53.714285714285715,31.03417992212632
548,859,Edgardo Alfonzo,mlb,378.3333333333333,31.119585970999037
549,dazeer01,Eric Daze,nhl,259.0,31.19253906826905
550,colemde01,Derrick Coleman,nba,136.26666666666668,31.205090089839995
551,anosini01w,Nicky Anosike,wnba,45.8,31.217466827727332
552,persowe01,Wesley Person,nba,137.0909090909091,31.221541389986044
553,411,Omar Vizquel,mlb,380.2916666666667,31.520877953337358
554,5631,Matt Kemp,mlb,409.5833333333333,31.572345290081984
555,327,Ken Griffey Jr.,mlb,394.22727272727275,31.60659949641307
556,bouchph01,Philippe Boucher,nhl,256.5625,31.616296957694203
557,906,Eric Chavez,mlb,400.52941176470586,31.72023010253125
558,kempsh01,Shawn Kemp,nba,136.14285714285714,31.89950405119422
559,desouer01w,Erika de Souza,wnba,55.083333333333336,31.93536395519935
560,littlca01w,Camille Little,wnba,51.09090909090909,32.016417083020706
561,cashsw01w,Swin Cash,wnba,51.733333333333334,32.16304036024207
562,weathte01w,Teresa Weatherspoon,wnba,54.875,32.203380238705144
563,3255,Franklin Gutierrez,mlb,417.8333333333333,32.27346861761698
564,364,Brady Anderson,mlb,362.73333333333335,32.38726698871258
565,willita02w,Tamika Raymond,wnba,58.42857142857143,32.515813628839524
566,847,Alfonso Soriano,mlb,411.375,32.74403070433648
567,1079,Carlos Guillen,mlb,411.0,32.94403351860334
568,brownru01w,Rushia Brown,wnba,55.142857142857146,32.957744409553115
569,murragl01,Glen Murray,nhl,255.0625,32.981591137402404
570,658,Brian Jordan,mlb,385.8666666666667,33.03454596403686
571,perkiji01w,Jia Perkins,wnba,53.642857142857146,33.23685946570798
572,hudleji01,Jiri Hudler,nhl,294.5,33.39612224066806
573,1314,Raul Mondesi,mlb,408.6923076923077,33.84139663582801
574,1002,Aramis Ramirez,mlb,417.22222222222223,33.860829230882864
575,stoudam01,Amar'e Stoudemire,nba,157.92857142857142,33.90867754889379
576,marshdo01,Donyell Marshall,nba,148.0,33.9344919398314
577,chriska02w,Karima Christmas-Kelly,wnba,50.57142857142857,34.23066284844627
578,butleca01,Caron Butler,nba,159.35714285714286,34.234775797007934
579,byearla01w,Latasha Byears,wnba,59.5,34.2886908500639
580,1004706,Bernard Gilkey,mlb,398.8333333333333,34.55685370968898
581,steveke01,Kevin Stevens,nhl,270.3333333333333,34.56617887136684
582,parisco01w,Courtney Paris,wnba,52.5,34.70032021083355
583,818,Jason Giambi,mlb,438.45,34.711236066754154
584,6104,Aaron Hill,mlb,459.6923076923077,34.89140111964223
585,jonesme01w,Merlakia Jones,wnba,55.125,34.905004171331974
586,166,Brian Roberts,mlb,439.92857142857144,34.91053633018812
587,miltode01w,DeLisha Milton-Jones,wnba,56.35294117647059,34.917996076872896
588,1717,Jason Bay,mlb,447.45454545454544,35.00790406608426
589,allisja02,Jason Allison,nhl,278.1818181818182,35.035067081382785
590,jonesas01w,Asjha Jones,wnba,59.416666666666664,35.4611363702825
591,rodgesu01w,Sugar Rodgers,wnba,54.2,35.50251868683988
592,5235,Justin Turner,mlb,453.6666666666667,35.58045395786635
593,whitmta01w,Tamika Whitmore,wnba,62.72727272727273,35.60795871649557
594,1667,Jeremy Bonderman,mlb,454.22222222222223,35.663928633990444
595,651,Shawn Green,mlb,412.8666666666667,35.859024540195335
596,kadrina01,Nazem Kadri,nhl,321.125,36.20821501024955
597,scheima01,Mark Scheifele,nhl,315.3333333333333,36.29369278272487
598,pierspl01w,Plenette Pierson,wnba,58.46666666666667,36.49234657952409
599,dixonta01w,Tamecka Dixon,wnba,63.30769230769231,36.55348934943685
600,1580,Chone Figgins,mlb,464.9166666666667,36.6678442954153
601,jokinol01,Olli Jokinen,nhl,312.47058823529414,36.814229752920255
602,2197,Grady Sizemore,mlb,477.6,36.829781967402916
603,fosteto01w,Toni Foster,wnba,50.0,37.005222285358656
604,1326,Vernon Wells,mlb,466.6666666666667,37.086953069699575
605,mitchle01w,Leilani Mitchell,wnba,58.888888888888886,37.2084089255342
606,draisle01,Leon Draisaitl,nhl,329.6666666666667,37.28798738741468
607,montgre01w,Renee Montgomery,wnba,57.333333333333336,37.404432896551036
608,518,Cliff Floyd,mlb,440.8235294117647,37.40967163144121
609,1573,Travis Hafner,mlb,477.25,37.59969909483581
610,1887,Jose Bautista,mlb,489.2857142857143,38.34699909928049
611,johnssh02w,Shenise Johnson,wnba,58.333333333333336,38.40487175842993
612,robinda01w,Danielle Robinson,wnba,59.666666666666664,38.752995431574114
613,feastal01w,Allison Feaster,wnba,65.8,38.848620215506315
614,dupuipa01,Pascal Dupuis,nhl,343.53333333333336,38.9979862205088
615,934,Carlos Pena,mlb,494.85714285714283,39.025429674240215
616,anderke01,Kenny Anderson,nba,167.85714285714286,39.032344412751215
617,pagemu01w,Murriel Page,wnba,68.63636363636364,39.08564202966449
618,brownro01,Rob Brown,nhl,296.8181818181818,39.41975701769046
619,conrocr01,Craig Conroy,nhl,329.4375,39.82337870826594
620,4106,Michael Brantley,mlb,515.2222222222222,39.94375900947436
621,vandeco01w,Courtney Vandersloot,wnba,59.285714285714285,39.987735684928865
622,barroda01,Dana Barros,nba,169.92857142857142,40.16147604506826
623,rosede01,Derrick Rose,nba,191.75,40.20799399039416
624,gravead01,Adam Graves,nhl,300.375,40.50901543791093
625,williri02w,Riquna Williams,wnba,61.8,40.53096708016674
626,1703,Dontrelle Willis,mlb,518.1111111111111,40.78282164885541
627,1013960,Rick Wilkins,mlb,475.6363636363636,40.841847338011206
628,timmsmi01w,Michele Timms,wnba,74.2,41.33073159999013
629,diggisk01w,Skylar Diggins-Smith,wnba,62.8,41.43553614646608
630,2154,Ryan Howard,mlb,546.2307692307693,41.75167950775952
631,15640,Aaron Judge,mlb,565.0,41.75891789042406
632,lattaiv01w,Ivory Latta,wnba,65.81818181818181,42.077410718703945
633,1849,Rickie Weeks Jr.,mlb,547.8571428571429,42.37250033509114
634,lambmo01w,Monica Lamb,wnba,73.0,43.03813493901498
635,rileyru01w,Ruth Riley,wnba,71.61538461538461,43.063198870950146
636,wrighta01w,Tanisha Wright,wnba,73.5,44.533241853765865
637,lennobe01w,Betty Lennox,wnba,77.5,44.55093412715161
638,1067,Bret Boone,mlb,514.7857142857143,44.66136228954286
639,chrissh01w,Shameka Christon,wnba,71.0,44.85660234320048
640,9272,Chris Davis,mlb,581.1,45.149426889716736
641,wiggica01w,Candice Wiggins,wnba,69.25,45.50487173408143
642,stackje01,Jerry Stackhouse,nba,205.44444444444446,45.51461572643057
643,perpeer01w,Erin Perperoglou,wnba,83.125,45.805014972495805
644,ohldeni01w,Nicole Ohlde,wnba,75.14285714285714,45.813666484133854
645,hardili01w,Lindsey Harding,wnba,76.55555555555556,46.678565700486274
646,milleke01w,Kelly Miller,wnba,78.66666666666667,47.090483079940206
647,556,Morgan Ensberg,mlb,593.5,47.09145919653811
648,pettibr01w,Bridget Pettis,wnba,84.375,47.39367030235986
649,vaughki01w,Kia Vaughn,wnba,72.33333333333333,47.556903950100256
650,reedbr01w,Brandy Reed,wnba,92.0,48.17549577154294
651,1488,Andres Torres,mlb,605.6666666666666,48.66375456290973
652,1391,Dave Hollins,mlb,607.6666666666666,53.84084314056553
653,phillta01w,Tari Phillips,wnba,92.33333333333333,54.726008276453626
654,quinnno01w,Noelle Quinn,wnba,89.9090909090909,56.43918149001358
655,lobore01w,Rebecca Lobo,wnba,108.5,61.3510176396746
656,castriz01w,Iziane Castro Marques,wnba,111.81818181818181,66.82722210639977
657,reidtr01w,Tracy Reid,wnba,135.0,72.92511934008338
